Log Text,Predicted Class,Prediction Confidence
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
10.250.15.198:50010 Starting thread to transfer block blk_4292382298896622412 to 10.250.15.240:50010,failure,0.4971704
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* ask 10.250.18.114:50010 to delete blk_-5140072410813878235,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* ask <*> to delete <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Verification succeeded for <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> exception while serving <*> to <*>,failure,0.49717042
<*> exception while serving <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> exception while serving <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> exception while serving <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> exception while serving <*> to <*>,failure,0.49717042
<*> exception while serving <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> exception while serving <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
<*> Served block <*> to <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,failure,0.49717042
Deleting block <*> file <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.allocateBlock: <*> <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Receiving block <*> src: <*> dest: <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
Received block <*> of size <*> from <*>,failure,0.49717042
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,failure,0.49717042
PacketResponder <*> for block <*> terminating,failure,0.49717042
