Log ID,Log Text,Predicted Class,Prediction Confidence,Batch Number,Anomaly Triggered,Healing Action
2156,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,44,No,N/A
2157,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2158,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,44,No,N/A
2159,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2160,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2161,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2162,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,44,No,N/A
2163,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2164,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2165,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2166,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2167,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2168,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2169,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,44,No,N/A
2170,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2171,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2172,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2173,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2174,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2175,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,44,No,N/A
2176,Verification succeeded for <*>,normal,0.98713756,44,No,N/A
2177,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,44,No,N/A
2178,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,44,No,N/A
2179,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2180,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2181,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2182,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,44,No,N/A
2183,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2184,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2185,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,44,No,N/A
2186,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2187,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,44,No,N/A
2188,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2189,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2190,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2191,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2192,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2193,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2194,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2195,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2196,Received block <*> of size <*> from <*>,normal,0.99996257,44,No,N/A
2197,Verification succeeded for <*>,normal,0.98713756,44,No,N/A
2198,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,44,No,N/A
2199,PacketResponder <*> for block <*> terminating,normal,0.9999418,44,No,N/A
2200,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,44,No,N/A
2201,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,45,No,N/A
2202,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2203,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2204,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,45,No,N/A
2205,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2206,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,45,No,N/A
2207,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2208,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2209,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2210,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2211,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2212,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2213,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2214,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,45,No,N/A
2215,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2216,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2217,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2218,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2219,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2220,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,45,No,N/A
2221,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2222,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,45,No,N/A
2223,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2224,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2225,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2226,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2227,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2228,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,45,No,N/A
2229,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2230,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2231,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2232,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2233,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2234,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2235,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,45,No,N/A
2236,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,45,No,N/A
2237,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2238,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,45,No,N/A
2239,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2240,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2241,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2242,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2243,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,45,No,N/A
2244,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2245,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2246,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2247,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,45,No,N/A
2248,Received block <*> of size <*> from <*>,normal,0.99996257,45,No,N/A
2249,PacketResponder <*> for block <*> terminating,normal,0.9999418,45,No,N/A
2250,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,45,No,N/A
2251,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2252,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2253,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,46,No,N/A
2254,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,46,No,N/A
2255,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2256,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2257,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,46,No,N/A
2258,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2259,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2260,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,46,No,N/A
2261,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2262,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2263,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2264,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,46,No,N/A
2265,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2266,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,46,No,N/A
2267,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,46,No,N/A
2268,Received block <*> of size <*> from <*>,normal,0.99996257,46,No,N/A
2269,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2270,Received block <*> of size <*> from <*>,normal,0.99996257,46,No,N/A
2271,Received block <*> of size <*> from <*>,normal,0.99996257,46,No,N/A
2272,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2273,Received block <*> of size <*> from <*>,normal,0.99996257,46,No,N/A
2274,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2275,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,46,No,N/A
2276,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2277,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,46,No,N/A
2278,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2279,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2280,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2281,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,46,No,N/A
2282,Received block <*> of size <*> from <*>,normal,0.99996257,46,No,N/A
2283,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2284,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2285,Received block <*> of size <*> from <*>,normal,0.99996257,46,No,N/A
2286,PacketResponder <*> for block <*> terminating,normal,0.9999418,46,No,N/A
2287,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2288,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2289,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2290,Receiving block <*> src: <*> dest: <*>,normal,0.99993414,46,No,N/A
2291,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,46,No,N/A
2292,BLOCK* NameSystem.delete: blk_2568309208894455676 is added to invalidSet of 10.251.31.160:50010,normal,1.0,46,No,N/A
2293,<*> Served block <*> to <*>,normal,0.99618936,46,No,N/A
2294,<*> exception while serving <*> to <*>,normal,0.9947974,46,No,N/A
2295,<*> Served block <*> to <*>,normal,0.99618936,46,No,N/A
2296,<*> exception while serving <*> to <*>,normal,0.9947974,46,No,N/A
2297,<*> exception while serving <*> to <*>,normal,0.9947974,46,No,N/A
2298,<*> Served block <*> to <*>,normal,0.99618936,46,No,N/A
2299,<*> exception while serving <*> to <*>,normal,0.9947974,46,No,N/A
2300,<*> Served block <*> to <*>,normal,0.99618936,46,No,N/A
2301,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2302,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2303,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2304,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2305,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2306,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2307,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2308,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2309,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2310,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2311,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2312,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2313,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2314,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2315,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2316,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2317,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2318,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2319,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2320,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2321,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2322,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2323,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2324,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2325,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2326,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2327,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2328,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2329,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2330,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2331,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2332,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2333,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2334,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2335,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2336,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2337,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2338,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2339,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2340,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2341,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2342,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2343,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2344,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2345,<*> Served block <*> to <*>,normal,0.99618936,47,No,N/A
2346,Verification succeeded for <*>,normal,0.98713756,47,No,N/A
2347,Verification succeeded for <*>,normal,0.98713756,47,No,N/A
2348,Verification succeeded for <*>,normal,0.98713756,47,No,N/A
2349,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2350,<*> exception while serving <*> to <*>,normal,0.9947974,47,No,N/A
2351,<*> exception while serving <*> to <*>,normal,0.9947974,48,No,N/A
2352,<*> Served block <*> to <*>,normal,0.99618936,48,No,N/A
2353,<*> Served block <*> to <*>,normal,0.99618936,48,No,N/A
2354,<*> exception while serving <*> to <*>,normal,0.9947974,48,No,N/A
2355,<*> Served block <*> to <*>,normal,0.99618936,48,No,N/A
2356,<*> Served block <*> to <*>,normal,0.99618936,48,No,N/A
2357,<*> exception while serving <*> to <*>,normal,0.9947974,48,No,N/A
2358,Verification succeeded for <*>,normal,0.98713756,48,No,N/A
2359,<*> Served block <*> to <*>,normal,0.99618936,48,No,N/A
2360,<*> exception while serving <*> to <*>,normal,0.9947974,48,No,N/A
2361,<*> Served block <*> to <*>,normal,0.99618936,48,No,N/A
2362,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2363,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2364,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2365,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2366,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2367,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2368,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2369,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2370,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2371,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2372,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2373,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2374,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2375,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2376,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2377,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2378,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2379,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2380,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2381,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2382,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2383,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2384,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2385,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2386,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2387,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2388,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2389,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2390,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2391,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2392,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2393,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2394,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2395,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2396,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2397,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2398,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2399,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2400,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,48,No,N/A
2401,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2402,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2403,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2404,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2405,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2406,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2407,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2408,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2409,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2410,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2411,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2412,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2413,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2414,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2415,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2416,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2417,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2418,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2419,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2420,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2421,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2422,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2423,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2424,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2425,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,normal,1.0,49,No,N/A
2426,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2427,Received block <*> of size <*> from <*>,normal,0.99996257,49,No,N/A
2428,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2429,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2430,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2431,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2432,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2433,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2434,Received block <*> of size <*> from <*>,normal,0.99996257,49,No,N/A
2435,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2436,PacketResponder <*> for block <*> terminating,normal,0.9999418,49,No,N/A
2437,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,49,No,N/A
2438,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2439,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2440,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2441,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2442,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2443,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2444,Received block <*> of size <*> from <*>,normal,0.99996257,49,No,N/A
2445,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2446,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2447,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2448,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2449,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2450,Deleting block <*> file <*>,normal,0.9973259,49,No,N/A
2451,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2452,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2453,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2454,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2455,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2456,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2457,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2458,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2459,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2460,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2461,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2462,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2463,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2464,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2465,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2466,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2467,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2468,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2469,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2470,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2471,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2472,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2473,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2474,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2475,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2476,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2477,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2478,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2479,Received block <*> of size <*> from <*>,normal,0.99996257,50,No,N/A
2480,BLOCK* NameSystem.allocateBlock: <*> <*>,normal,0.9990257,50,No,N/A
2481,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2482,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2483,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2484,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2485,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2486,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2487,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2488,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2489,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2490,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2491,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2492,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2493,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2494,Received block <*> of size <*> from <*>,normal,0.99996257,50,No,N/A
2495,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,normal,1.0,50,No,N/A
2496,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
2497,Deleting block <*> file <*>,normal,0.9973259,50,No,N/A
